ESTU_TIPODOCUMENTO;ESTU_NACIONALIDAD;ESTU_GENERO;ESTU_FECHANACIMIENTO;PERIODO;ESTU_CONSECUTIVO;ESTU_ESTUDIANTE;ESTU_TIENEETNIA;ESTU_PAIS_RESIDE;ESTU_ETNIA;ESTU_DEPTO_RESIDE;ESTU_COD_RESIDE_DEPTO;ESTU_MCPIO_RESIDE;ESTU_COD_RESIDE_MCPIO;FAMI_ESTRATOVIVIENDA;FAMI_PERSONASHOGAR;FAMI_CUARTOSHOGAR;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;FAMI_TIENEINTERNET;FAMI_TIENESERVICIOTV;FAMI_TIENECOMPUTADOR;FAMI_TIENELAVADORA;FAMI_TIENEHORNOMICROOGAS;FAMI_TIENEAUTOMOVIL;FAMI_TIENEMOTOCICLETA;FAMI_TIENECONSOLAVIDEOJUEGOS;FAMI_NUMLIBROS;FAMI_COMELECHEDERIVADOS;FAMI_COMECARNEPESCADOHUEVO;FAMI_COMECEREALFRUTOSLEGUMBRE;FAMI_SITUACIONECONOMICA;ESTU_DEDICACIONLECTURADIARIA;ESTU_DEDICACIONINTERNET;ESTU_HORASSEMANATRABAJA;ESTU_TIPOREMUNERACION;COLE_CODIGO_ICFES;COLE_COD_DANE_ESTABLECIMIENTO;COLE_NOMBRE_ESTABLECIMIENTO;COLE_GENERO;COLE_NATURALEZA;COLE_CALENDARIO;COLE_BILINGUE;COLE_CARACTER;COLE_COD_DANE_SEDE;COLE_NOMBRE_SEDE;COLE_SEDE_PRINCIPAL;COLE_AREA_UBICACION;COLE_JORNADA;COLE_COD_MCPIO_UBICACION;COLE_MCPIO_UBICACION;COLE_COD_DEPTO_UBICACION;COLE_DEPTO_UBICACION;ESTU_PRIVADO_LIBERTAD;ESTU_COD_MCPIO_PRESENTACION;ESTU_MCPIO_PRESENTACION;ESTU_DEPTO_PRESENTACION;ESTU_COD_DEPTO_PRESENTACION;PUNT_LECTURA_CRITICA;PERCENTIL_LECTURA_CRITICA;DESEMP_LECTURA_CRITICA;PUNT_MATEMATICAS;PERCENTIL_MATEMATICAS;DESEMP_MATEMATICAS;PUNT_C_NATURALES;PERCENTIL_C_NATURALES;DESEMP_C_NATURALES;PUNT_SOCIALES_CIUDADANAS;PERCENTIL_SOCIALES_CIUDADANAS;DESEMP_SOCIALES_CIUDADANAS;PUNT_INGLES;PERCENTIL_INGLES;DESEMP_INGLES;PUNT_GLOBAL;PERCENTIL_GLOBAL;ESTU_INSE_INDIVIDUAL;ESTU_NSE_INDIVIDUAL;ESTU_NSE_ESTABLECIMIENTO;ESTU_ESTADOINVESTIGACION;ESTU_GENERACION-E
TI;COLOMBIA;F;5/08/2002;20194;SB11201940271941;ESTUDIANTE;No;COLOMBIA;NA;ANTIOQUIA;5;COCORNÁ;5197;Estrato 1;7 a 8;Tres;Primaria incompleta;Primaria completa;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;No;No;No;No;No;No;No;No;0 A 10 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;Nunca o rara vez comemos eso;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;0;No;1644;1,05197E+11;I. E. COCORNA;MIXTO;OFICIAL;A;N;ACADÉMICO;1,05197E+11;LICEO COCORNA;S;URBANO;COMPLETA;5197;COCORNÁ;5;ANTIOQUIA;N;5440;MARINILLA;ANTIOQUIA;5;42;18;2;40;21;2;48;52;2;40;35;1;45;43;A-;213;29;352.818.471.216.281;1;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;5/08/2001;20194;SB11201940189815;ESTUDIANTE;No;COLOMBIA;NA;TOLIMA;73;FLANDES;73275;Estrato 3;5 a 6;Tres;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;Si;Si;Si;Si;No;No;Si;Si;26 A 100 LIBROS;Nunca o rara vez comemos eso;1 o 2 veces por semana;3 a 5 veces por semana;Peor;Entre 30 y 60 minutos;30 minutos o menos;Más de 30 horas;Si, en efectivo;93054;1,73275E+11;INSTITUCION EDUCATIVA MANUELA OMAÑA;MIXTO;OFICIAL;A;N;ACADÉMICO;1,73275E+11;I.E. MANUELA OMAÑA - SEDE PRINCIPAL;S;URBANO;MAÑANA;73275;FLANDES;73;TOLIMA;N;25307;GIRARDOT;CUNDINAMARCA;25;51;45;3;41;23;2;45;41;2;48;58;2;49;54;A1;232;42;501.401.956.939.741;2;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;27/11/2002;20194;SB11201940026964;ESTUDIANTE;No;COLOMBIA;NA;ANTIOQUIA;5;ARMENIA;5059;Estrato 3;3 a 4;Dos;Primaria incompleta;Técnica o tecnológica completa;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Si;Si;Si;Si;No;Si;No;Si;11 A 25 LIBROS;Todos o casi todos los días;Todos o casi todos los días;3 a 5 veces por semana;Mejor;Entre 30 y 60 minutos;Más de 3 horas;Menos de 10 horas;Si, en efectivo;31054;1,05059E+11;I. E. ROSA MESA DE MEJIA;MIXTO;OFICIAL;A;N;ACADÉMICO;1,05059E+11;I. E. ROSA MESA DE MEJIA;S;URBANO;COMPLETA;5059;ARMENIA;5;ANTIOQUIA;N;5360;ITAGÜÍ;ANTIOQUIA;5;63;83;3;52;54;3;55;73;2;57;79;3;58;80;A2;284;76;593.891.142.058.025;3;1;PUBLICAR;NO
TI;COLOMBIA;F;2/08/2002;20194;SB11201940060890;ESTUDIANTE;No;COLOMBIA;NA;ANTIOQUIA;5;SANTO DOMINGO;5690;Estrato 2;3 a 4;Dos;Educación profesional completa;Técnica o tecnológica completa;Pensionado;Trabaja en el hogar, no trabaja o estudia;Si;Si;No;Si;No;No;No;No;11 A 25 LIBROS;1 o 2 veces por semana;Todos o casi todos los días;1 o 2 veces por semana;Peor;30 minutos o menos;Entre 1 y 3 horas;0;No;673996;2,0569E+11;I. E. R. BOTERO;MIXTO;OFICIAL;A;N;ACADÉMICO;2,0569E+11;COLEGIO BOTERO;S;RURAL;COMPLETA;5690;SANTO DOMINGO;5;ANTIOQUIA;N;5079;BARBOSA;ANTIOQUIA;5;52;50;3;51;50;3;37;15;1;42;41;2;44;40;A-;227;38;536.058.291.344.561;3;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;11/02/2003;20194;SB11201940279687;ESTUDIANTE;No;COLOMBIA;NA;SUCRE;70;SAN MARCOS;70708;Estrato 1;5 a 6;Dos;Primaria incompleta;Primaria completa;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;No;Si;NA;NA;NA;NA;No;No;0 A 10 LIBROS;3 a 5 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Igual;30 minutos o menos;30 minutos o menos;0;No;106831;1,70708E+11;INST EDUC JOHN F KENNEDY;MIXTO;OFICIAL;A;N;ACADÉMICO;1,70708E+11;INST EDUC JONH F KENNEDY;S;URBANO;TARDE;70708;SAN MARCOS;70;SUCRE;N;70708;SAN MARCOS;SUCRE;70;43;21;2;31;5;1;46;44;2;29;6;1;37;18;A-;186;13;421.393.341.102.372;2;2;PUBLICAR;GENERACION E - GRATUIDAD
CC;COLOMBIA;F;2/02/2001;20194;SB11201940331095;ESTUDIANTE;No;COLOMBIA;NA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Estrato 3;3 a 4;Tres;Técnica o tecnológica completa;Secundaria (Bachillerato) completa;Es vendedor o trabaja en atención al público;Trabaja en el hogar, no trabaja o estudia;Si;Si;Si;Si;Si;No;Si;Si;11 A 25 LIBROS;1 o 2 veces por semana;Todos o casi todos los días;3 a 5 veces por semana;Igual;30 minutos o menos;Entre 30 y 60 minutos;0;No;216689;1,11001E+11;COLEGIO JOSE MANUEL RESTREPO (IED);MIXTO;OFICIAL;A;N;ACADÉMICO;1,11001E+11;COL DIST EDUC BAS Y MEDIA JOSE MANUEL RESTREPO;S;URBANO;UNICA;11001;BOGOTÁ D.C.;11;BOGOTÁ;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;60;77;3;61;80;3;49;56;2;47;54;2;66;91;A2;276;71;578.920.210.562.992;3;3;PUBLICAR;NO
TI;COLOMBIA;F;26/03/2000;20194;SB11201940012337;ESTUDIANTE;No;COLOMBIA;NA;ATLANTICO;8;BARRANQUILLA;8001;Estrato 2;7 a 8;Dos;Primaria incompleta;Primaria incompleta;Es vendedor o trabaja en atención al público;Es vendedor o trabaja en atención al público;No;Si;No;Si;No;No;No;No;0 A 10 LIBROS;1 o 2 veces por semana;Todos o casi todos los días;1 o 2 veces por semana;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;0;No;126086;1,08001E+11;INSTITUCION EDUCATIVA DISTRITAL ALFREDO CORREA DE ANDREIS;MIXTO;OFICIAL;A;NA;ACADÉMICO;1,08001E+11;INSTITUCION EDUCATIVA DISTRITAL ALFREDO CORREA DE ANDREIS - SEDE PRINCIPAL;S;URBANO;MAÑANA;8001;BARRANQUILLA;8;ATLANTICO;N;8001;BARRANQUILLA;ATLANTICO;8;46;28;2;39;18;2;41;26;2;37;27;1;43;37;A-;205;23;423.599.482.068.395;2;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;14/11/2003;20194;SB11201940394635;ESTUDIANTE;No;COLOMBIA;NA;META;50;VILLAVICENCIO;50001;Estrato 3;3 a 4;Dos;Primaria incompleta;Secundaria (Bachillerato) completa;Es operario de máquinas o conduce vehículos (taxita, chofer);Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Si;Si;Si;Si;No;No;No;No;26 A 100 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Peor;Entre 30 y 60 minutos;Entre 1 y 3 horas;Menos de 10 horas;No;121137;1,50001E+11;INSTITUCION EDUCATIVA COLEGIO JHON F. KENNEDY;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,50001E+11;COLEGIO JOHN F. KENNEDY;S;URBANO;MAÑANA;50001;VILLAVICENCIO;50;META;N;50001;VILLAVICENCIO;META;50;57;66;3;54;62;3;48;50;2;50;64;2;54;69;A1;262;63;497.012.018.454.361;2;3;PUBLICAR;GENERACION E - GRATUIDAD
CC;COLOMBIA;F;3/03/2000;20194;SB11201940535157;ESTUDIANTE;No;COLOMBIA;NA;BOLIVAR;13;VILLANUEVA;13873;Sin Estrato;9 o más;Dos;Ninguno;Ninguno;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;No;Si;No;No;No;No;No;No;0 A 10 LIBROS;NA;Nunca o rara vez comemos eso;Nunca o rara vez comemos eso;Peor;No leo por entretenimiento;No Navega Internet;0;No;60293;1,13873E+11;I.E.T.A. DE VILLANUEVA;MIXTO;OFICIAL;A;N;TÉCNICO;1,13873E+11;I.E.T.A. DE VILLANUEVA - SEDE PRINCIPAL;S;URBANO;TARDE;13873;VILLANUEVA;13;BOLIVAR;N;13001;CARTAGENA DE INDIAS;BOLIVAR;13;39;11;2;18;1;1;28;2;1;35;21;1;26;2;A-;148;1;244.636.392.158.454;1;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;26/11/2002;20194;SB11201940572779;ESTUDIANTE;No;COLOMBIA;NA;CESAR;20;VALLEDUPAR;20001;Estrato 2;NA;NA;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;NA;NA;Si;Si;NA;NA;NA;NA;NA;NA;0 A 10 LIBROS;Todos o casi todos los días;3 a 5 veces por semana;3 a 5 veces por semana;NA;Entre 30 y 60 minutos;Entre 30 y 60 minutos;NA;NA;7633;1,20001E+11;PRUDENCIA DAZA;MIXTO;OFICIAL;A;N;ACADÉMICO;1,20001E+11;PRUDENCIA DAZA;S;URBANO;TARDE;20001;VALLEDUPAR;20;CESAR;N;20001;VALLEDUPAR;CESAR;20;49;39;2;70;95;3;56;75;3;51;66;2;63;88;A2;285;77;NA;NA;3;PUBLICAR;NO
TI;COLOMBIA;M;5/07/2002;20194;SB11201940564350;ESTUDIANTE;No;COLOMBIA;NA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Estrato 2;5 a 6;Dos;Técnica o tecnológica completa;Ninguno;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Si;Si;No;Si;No;No;No;No;0 A 10 LIBROS;3 a 5 veces por semana;Todos o casi todos los días;3 a 5 veces por semana;Peor;30 minutos o menos;Más de 3 horas;Menos de 10 horas;Si, en efectivo;81224;3,11001E+11;CENT DE EDUC FORMAL ROBERT HOOKE;MIXTO;NO OFICIAL;A;N;ACADÉMICO;3,11001E+11;CENT DE EDUC FORMAL ROBERT HOOKE;S;URBANO;MAÑANA;11001;BOGOTÁ D.C.;11;BOGOTÁ;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;49;38;2;39;19;2;48;51;2;45;49;2;35;15;A-;222;35;497.843.443.096.483;2;3;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;29/06/2002;20194;SB11201940153579;ESTUDIANTE;No;COLOMBIA;NA;VALLE;76;CALI;76001;Estrato 1;3 a 4;Dos;Primaria incompleta;Primaria incompleta;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;Si;Si;Si;Si;Si;No;Si;No;11 A 25 LIBROS;3 a 5 veces por semana;Todos o casi todos los días;Todos o casi todos los días;Igual;Entre 1 y 2 horas;Entre 30 y 60 minutos;0;No;707760;1,76002E+11;INSTITUCION EDUCATIVA LLANO VERDE;MIXTO;OFICIAL;A;NA;NA;1,76002E+11;AGUACATAL;N;URBANO;MAÑANA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;51;46;3;43;26;2;48;53;2;46;53;2;33;11;A-;230;40;498.366.125.808.696;2;3;PUBLICAR;NO
TI;COLOMBIA;F;5/12/2001;20194;SB11201940611879;ESTUDIANTE;No;COLOMBIA;NA;BOYACA;15;TUNJA;15001;Estrato 3;5 a 6;Tres;Primaria incompleta;Educación profesional completa;Es operario de máquinas o conduce vehículos (taxita, chofer);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Si;Si;Si;Si;Si;Si;No;No;MÁS DE 100 LIBROS;Todos o casi todos los días;Todos o casi todos los días;Todos o casi todos los días;Igual;No leo por entretenimiento;Entre 1 y 3 horas;0;No;727388;3,15001E+11;INSTITUCION EDUCATIVA SAN JERONIMO EMILIANI;MIXTO;OFICIAL;A;NA;TÉCNICO;3,15001E+11;CENTRO JUVENIL EMILIANI;S;URBANO;UNICA;15001;TUNJA;15;BOYACA;N;15001;TUNJA;BOYACA;15;59;72;3;57;70;3;37;17;1;41;38;2;61;85;A2;247;53;654.171.769.240.063;4;3;PUBLICAR;NO
TI;COLOMBIA;F;30/04/2002;20194;SB11201940221884;ESTUDIANTE;No;COLOMBIA;NA;SANTANDER;68;FLORIDABLANCA;68276;Estrato 3;3 a 4;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Es vendedor o trabaja en atención al público;Trabaja en el hogar, no trabaja o estudia;Si;Si;Si;Si;Si;No;No;Si;26 A 100 LIBROS;Todos o casi todos los días;Todos o casi todos los días;3 a 5 veces por semana;Igual;No leo por entretenimiento;Entre 1 y 3 horas;0;No;14720;1,68276E+11;COLEGIO TECNICO INDUSTRIAL JOSE ELIAS PUYANA;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,68276E+11;COLEGIO TECNICO INDUSTRIAL JOSE ELIAS PUYANA;S;URBANO;MAÑANA;68276;FLORIDABLANCA;68;SANTANDER;N;68276;FLORIDABLANCA;SANTANDER;68;65;88;3;55;64;3;46;43;2;37;25;1;42;33;A-;250;55;586.367.079.391.416;3;3;PUBLICAR;NO
TI;COLOMBIA;F;30/05/2001;20194;SB11201940249743;ESTUDIANTE;No;COLOMBIA;NA;MAGDALENA;47;SAN SEBASTIÁN DE BUENAVISTA;47692;Sin Estrato;5 a 6;Uno;Secundaria (Bachillerato) completa;Primaria incompleta;Es agricultor, pesquero o jornalero;No aplica;No;Si;No;Si;No;No;No;No;0 A 10 LIBROS;Todos o casi todos los días;Todos o casi todos los días;3 a 5 veces por semana;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;0;No;125971;2,47692E+11;INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL SAN VALENTIN;MIXTO;OFICIAL;A;NA;TÉCNICO/ACADÉMICO;2,47692E+11;CENT DE EDUC BASICA SAN VALENTIN;S;RURAL;MAÑANA;47692;SAN SEBASTIÁN DE BUENAVISTA;47;MAGDALENA;N;47692;SAN SEBASTIÁN DE BUENAVISTA;MAGDALENA;47;45;27;2;41;23;2;42;29;2;33;14;1;39;24;A-;201;21;442.000.334.682.644;2;1;PUBLICAR;GENERACION E - GRATUIDAD
CC;COLOMBIA;F;15/07/1999;20194;SB11201940588533;ESTUDIANTE;No;COLOMBIA;NA;VALLE;76;BUENAVENTURA;76109;NA;5 a 6;Cuatro;NA;NA;No aplica;Trabaja en el hogar, no trabaja o estudia;NA;NA;Si;Si;Si;No;Si;No;NA;NA;NA;NA;Igual;NA;NA;0;No;660662;1,76109E+11;PASCUAL DE ANDAGOYA;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,76109E+11;MARIA GORETTI;N;URBANO;NOCHE;76109;BUENAVENTURA;76;VALLE;N;76109;BUENAVENTURA;VALLE;76;27;1;1;30;5;1;32;6;1;31;10;1;31;8;A-;150;2;540.820.353.761.575;3;2;PUBLICAR;GENERACION E - GRATUIDAD
CC;COLOMBIA;M;3/10/1997;20194;SB11201940606270;ESTUDIANTE;No;COLOMBIA;NA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Estrato 4;7 a 8;Cuatro;Educación profesional completa;Ninguno;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;Si;Si;Si;Si;Si;No;No;Si;0 A 10 LIBROS;Todos o casi todos los días;NA;NA;Peor;Entre 30 y 60 minutos;Entre 1 y 3 horas;Entre 21 y 30 horas;Si, en efectivo;714386;1,11001E+11;COLEGIO LOS ALPES (IED);MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,11001E+11;COL DIST EDUC BAS Y MEDIA LOS ALPES;S;URBANO;SABATINA;11001;BOGOTÁ D.C.;11;BOGOTÁ;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;32;3;1;41;22;2;33;7;1;28;5;1;27;3;A-;165;4;540.366.248.449.083;3;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;12/12/2002;20194;SB11201940174800;ESTUDIANTE;No;COLOMBIA;NA;VALLE;76;CALI;76001;Estrato 2;3 a 4;Dos;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Trabaja en el hogar, no trabaja o estudia;Si;Si;Si;Si;Si;No;Si;Si;11 A 25 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;3 a 5 veces por semana;Igual;30 minutos o menos;30 minutos o menos;0;No;629121;3,76001E+11;COL CENTRAL MADRID;MIXTO;NO OFICIAL;A;N;TÉCNICO/ACADÉMICO;3,76001E+11;COL CENTRAL MADRID;S;URBANO;MAÑANA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;58;70;3;52;55;3;56;75;3;59;84;3;59;82;A2;282;75;549.805.778.118.797;3;3;PUBLICAR;NO
TI;COLOMBIA;F;22/10/2002;20194;SB11201940056095;ESTUDIANTE;No;COLOMBIA;NA;BOLIVAR;13;CARTAGENA DE INDIAS;13001;Estrato 3;3 a 4;Dos;Educación profesional completa;Postgrado;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Si;Si;Si;Si;Si;Si;Si;No;11 A 25 LIBROS;Todos o casi todos los días;3 a 5 veces por semana;3 a 5 veces por semana;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;0;No;27102;3,13001E+11;CIUDAD ESCOLAR DE COMFENALCO;MIXTO;NO OFICIAL;A;N;ACADÉMICO;3,13001E+11;CIUDAD ESCOLAR DE COMFENALCO;S;URBANO;COMPLETA;13001;CARTAGENA DE INDIAS;13;BOLIVAR;N;13001;CARTAGENA DE INDIAS;BOLIVAR;13;68;94;4;71;96;4;74;100;4;70;97;3;71;95;B1;354;98;707.772.722.876.925;4;3;PUBLICAR;NO
TI;COLOMBIA;F;11/05/2003;20194;SB11201940084562;ESTUDIANTE;No;COLOMBIA;NA;CESAR;20;VALLEDUPAR;20001;Estrato 1;3 a 4;Dos;Primaria incompleta;Secundaria (Bachillerato) completa;No sabe;Trabaja por cuenta propia (por ejemplo plomero, electricista);Si;Si;Si;Si;Si;No;No;No;0 A 10 LIBROS;3 a 5 veces por semana;Todos o casi todos los días;Todos o casi todos los días;Igual;Entre 30 y 60 minutos;30 minutos o menos;0;No;611178;1,20002E+11;INSTITUCION EDUCATIVA ANDRES NICOLAS ESCOBAR ESCOBAR;MIXTO;OFICIAL;A;NA;NA;1,20002E+11;INSTITUCION EDUCATIVA ANDRES NICOLAS ESCOBAR ESCOBAR - SEDE PRINCIPAL;S;URBANO;UNICA;20001;VALLEDUPAR;20;CESAR;N;20001;VALLEDUPAR;CESAR;20;55;60;3;42;25;2;51;61;2;49;60;2;55;70;A1;248;54;542.270.726.449.053;3;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;15/01/2002;20194;SB11201940081384;ESTUDIANTE;No;COLOMBIA;NA;CALDAS;17;MANIZALES;17001;Estrato 2;9 o más;Cinco;Secundaria (Bachillerato) completa;Postgrado;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Es vendedor o trabaja en atención al público;Si;Si;Si;Si;No;Si;No;No;0 A 10 LIBROS;3 a 5 veces por semana;Todos o casi todos los días;1 o 2 veces por semana;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;0;No;5967;3,17001E+11;COL. DE NTRA. SRA. DEL ROSARIO;FEMENINO;NO OFICIAL;A;N;ACADÉMICO;3,17001E+11;COL. DE NTRA. SRA. DEL ROSARIO;S;URBANO;COMPLETA;17001;MANIZALES;17;CALDAS;N;17001;MANIZALES;CALDAS;17;62;81;3;64;87;3;53;69;2;54;73;2;45;42;A-;286;77;577.453.506.157.407;3;4;PUBLICAR;NO
TI;COLOMBIA;M;21/08/2001;20194;SB11201940110796;ESTUDIANTE;No;COLOMBIA;NA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Estrato 3;1 a 2;Dos;Educación profesional completa;Secundaria (Bachillerato) completa;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Si;Si;Si;Si;Si;No;No;Si;26 A 100 LIBROS;3 a 5 veces por semana;Todos o casi todos los días;1 o 2 veces por semana;Mejor;No leo por entretenimiento;Entre 30 y 60 minutos;0;No;53777;4,2543E+11;INSTITUTO COOPERATIVO AGROINDUSTRIAL HERNAN ECHAVARRIA OLOZAGA;MIXTO;NO OFICIAL;A;N;ACADÉMICO;4,2543E+11;INST COOP AGROINDUSTRIAL;S;RURAL;COMPLETA;25430;MADRID;25;CUNDINAMARCA;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;56;63;3;54;60;3;54;71;2;40;35;1;64;90;A2;260;61;621.505.854.135.842;3;3;PUBLICAR;NO
TI;COLOMBIA;F;6/06/2003;20194;SB11201940568033;ESTUDIANTE;No;COLOMBIA;NA;SUCRE;70;COROZAL;70215;Estrato 2;3 a 4;Dos;Primaria incompleta;Secundaria (Bachillerato) completa;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;No;Si;No;Si;No;No;No;No;0 A 10 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Igual;30 minutos o menos;Entre 30 y 60 minutos;0;No;15503;1,70215E+11;I.E. NORMAL SUPERIOR DE COROZAL;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,70215E+11;I.E. NORMAL SUPERIOR DE COROZAL - SEDE PRINCIPAL;S;URBANO;TARDE;70215;COROZAL;70;SUCRE;N;70215;COROZAL;SUCRE;70;49;39;2;54;59;3;42;31;2;43;43;2;50;57;A1;236;45;399.281.750.431.324;1;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;21/11/2002;20194;SB11201940098312;ESTUDIANTE;No;COLOMBIA;NA;CAUCA;19;BOLÍVAR;19100;Estrato 1;5 a 6;Uno;Secundaria (Bachillerato) incompleta;Primaria incompleta;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;No;Si;No;No;No;No;No;No;0 A 10 LIBROS;Nunca o rara vez comemos eso;Nunca o rara vez comemos eso;1 o 2 veces por semana;Peor;30 minutos o menos;30 minutos o menos;0;No;94169;2,191E+11;INST EDUC AGROP JOSE DOLORES DAZA;MIXTO;OFICIAL;A;N;TÉCNICO;2,191E+11;JOSE DOLORES DAZA (sede principal);S;RURAL;MAÑANA;19100;BOLÍVAR;19;CAUCA;N;19100;BOLÍVAR;CAUCA;19;52;49;3;58;73;3;47;46;2;59;83;3;47;48;A-;267;66;320.394.691.636.954;1;1;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;15/11/2000;20194;SB11201940366810;ESTUDIANTE;No;COLOMBIA;NA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Estrato 1;5 a 6;Tres;Educación profesional completa;Secundaria (Bachillerato) completa;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Es vendedor o trabaja en atención al público;Si;No;No;No;No;No;No;No;11 A 25 LIBROS;3 a 5 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;0;No;171272;1,11001E+11;COLEGIO SANTA LIBRADA (IED);MIXTO;OFICIAL;A;N;ACADÉMICO;1,11001E+11;CENT EDUC DIST SANTA LIBRADA;S;URBANO;MAÑANA;11001;BOGOTÁ D.C.;11;BOGOTÁ;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;57;67;3;49;44;2;57;77;3;54;73;2;40;27;A-;266;65;48.988.423.766.794;2;3;PUBLICAR;GENERACION E - GRATUIDAD
CC;COLOMBIA;F;13/01/2001;20194;SB11201940557583;ESTUDIANTE;No;COLOMBIA;NA;BOGOTÁ;11;BOGOTÁ D.C.;11001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20917;1,11001E+11;COLEGIO GUILLERMO LEON VALENCIA (IED);MIXTO;OFICIAL;A;N;ACADÉMICO;1,11001E+11;COL DIST GUILLERMO LEON VALENCIA;S;URBANO;NOCHE;11001;BOGOTÁ D.C.;11;BOGOTÁ;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;52;50;3;48;43;2;37;15;1;46;53;2;43;38;A-;228;39;NA;NA;3;PUBLICAR;GENERACION E - GRATUIDAD
